review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,year,month
4fab32b80314ea9cda5cfc0391f519d8,15c0a0d5bd5e9c58f17414d100104093,5,,,2018-03-22,2018-03-23 11:19:58,2018,2018-03
66d47041decd33bfe9b95419a4c9b804,2e1124c96e6020420725d0f91ee109f8,3,,,2018-08-25,2018-09-03 17:01:42,2018,2018-08
5c87609b093907a15bc57b4fac221ed3,d79f4264e783c7bfb5a7513f811a236a,4,,,2018-02-10,2018-02-11 02:14:56,2018,2018-02
be2d9f27e41954d9ee15e2ebfb3b103f,72661cd9e4da775b13011b9afff1969e,5,,,2018-02-07,2018-02-14 17:05:41,2018,2018-02
9e458589684a37279022a15d18f6b038,b0708857586f16e3ada17925950a87e5,5,,,2018-08-07,2018-08-07 23:36:28,2018,2018-08
55192640cc5383912baec158246d242e,6b460c25c2bb8e1323536e9e921d04a1,1,,,2018-03-04,2018-03-05 11:16:46,2018,2018-03
a87d6ff6990192208a7b4804500b6cc2,a80cea12b62289c67982c7776d263cb5,5,,,2018-05-16,2018-05-16 19:21:26,2018,2018-05
f8b347971c699033a78fd19f0873ca18,3e8b39fabf5f8739a37c9b4cac46bcb6,5,,,2018-05-03,2018-05-03 23:05:20,2018,2018-05
c8c41d69415b2db89a1352cda8209197,3168875baaa7b1b7ba3e833c53b34fe0,5,,,2018-04-12,2018-04-12 22:32:37,2018,2018-04
ee32bbc3cd2dc0652a8c8519ec261f59,4b90912a086907b087947c385e8d13b1,1,péssimo,,2018-08-10,2018-08-13 11:09:31,2018,2018-08
beb4176127609b78853793b5ef4a9e87,434b90dea540070a2a53a26185a29552,2,"Recomendo, porém...","O produto chegou no prazo, acordo com o que está na foto, porém o mapa não é completo, algumas partes não aparecem... não gostei.",2018-07-14,2018-07-17 00:26:35,2018,2018-07
e01ddca74a5773f64f0119de1f6c188e,a49eb42293ae3b9a95fec7071eec16f8,4,,entrega no prazo . recomendo .,2018-02-20,2018-02-20 17:16:49,2018,2018-02
a68375ed8899ac604fd17ed9cc70af37,2d2975aae2e55ee662ad28cb6fd145d1,5,,As compras que já fiz todas sempre chegaram no prazo e sem problemas,2018-02-27,2018-03-02 09:43:47,2018,2018-02
2207f4eb572914b5f3a21611aba93c4c,2950635023cad13f31781829ce4d6038,2,,,2018-04-17,2018-04-18 01:18:37,2018,2018-04
272fc41adf54bd3253f114816d009ed4,b2e66035b66649e5b359d5b33ba09c21,4,positiva,ainda não testei,2018-06-13,2018-06-14 11:56:09,2018,2018-06
fbc415e00446712b970763bb69e5a84f,21068b8eb0d85fa340b2cfaecaec42a8,5,,,2018-06-28,2018-06-29 17:18:39,2018,2018-06
abf16d9cd79cef7ad6cb75440a33af03,4cb385f74038f0750930b7baa3aaa3fc,4,,,2018-08-25,2018-08-25 19:46:07,2018,2018-08
8b9b1c48fba90e834dce6db227e487f1,1e13bca551a3fd095b40e24798569805,5,,"Chegou bem antes, tudo certinho.",2018-03-29,2018-03-29 20:52:52,2018,2018-03
8f4df0364159a2888e5b5b4fafabfc18,658f8d7112d20419aba9c6b7436b1af5,4,,,2018-02-27,2018-02-28 11:26:49,2018,2018-02
d28f5a8276418e2c329b2909b7d66254,7f3be76847c89f58b912a7adf2d77f3e,5,,Excelente,2018-06-20,2018-06-21 01:02:06,2018,2018-06
a5dd08152e43eee378d305e751d5d01a,a1e9b3d43fb2498d663c7b598876614b,1,,"Pedido cancelado antes da emissão da nota fiscal, pago a vista. Vário protocolos solicitando o vale é nada resolvido. Fiquei sem o produto é sem meu dinheiro. Fui lesado.",2018-01-11,2018-01-11 05:49:02,2018,2018-01
056b3ad0eea6283fb5d5671ef40d2a0d,9c047f1058da1c399c10a1526f528855,5,Reclamcao,"A entrega foi correta ,porém vocês entregaram em duplicidade é passaram duas vezes o meu cartão,quero ver como podemos resolver isso ,pq eu não preciso de 2
Fico no aguardo",2018-07-14,2018-07-14 23:57:03,2018,2018-07
26124485eb65352bc77582d95d902387,d610bfa1439fc579a96c5eef81284f05,3,produto proximo de vencer,Produto com menos de dois meses para vencer.,2018-05-25,2018-05-26 12:10:03,2018,2018-05
b5177d9dc004870c3e37da7f446067e3,2db85f39c0e605e5805b261330701dd1,3,,"Produto chegou antes do prazo de entrega , porém não era o mesmo da foto ! Veio todo de onça , mas eu gostei sim. ",2018-02-28,2018-02-28 21:52:33,2018,2018-02
50c2572dbadf06adef0279620e1aa427,fd33ba57c9de6097c36bb005351c1168,5,,"Entrega dentro do prazo. 
",2018-03-17,2018-03-17 14:31:26,2018,2018-03
69dd338f88a1312dc8b8a3258417b02e,02a3c3a1c72dbff557b2f56fc0caa847,5,Muito bom,"Chegou antes do prazo,bem embalado e como esperava",2018-08-14,2018-08-15 01:55:42,2018,2018-08
c12c236c611c2277a7c49bedcb2d5554,27d6233886151ecc1ed368ce120ec5cf,5,,Excelente!!,2018-05-23,2018-05-24 03:35:39,2018,2018-05
2387313fc12ab019ca71e086faf30679,5bebe39740e4434a58d1fead1a4d854d,5,Maravilhosa ,"Superou nossas expectativas, mochila linda , bem espaçosa. Super recomendo a mochila é top!",2018-05-19,2018-05-22 12:47:40,2018,2018-05
525fb2df8ee11d3ef4db5f7fb2286b08,3087dfec43100fd80fab47b128aeaea9,4,,,2018-03-16,2018-03-19 11:02:06,2018,2018-03
395e66ea9a53a9b9b32a43901d32030b,90a6c3a55e9c9cf3db4bd490b9ab44c7,5,,,2018-03-24,2018-03-27 08:08:42,2018,2018-03
0d87d4ddc84ae09ecc222a96b0ac7766,63e34693b60c3efb27b9cb1f3c61f9dd,5,,,2018-06-24,2018-06-25 13:16:34,2018,2018-06
b30e085074f4ba6eef2a4530a22b40ac,d9423f55c7be4e211b72f44048af2e85,1,,Mala descartável para uma viagem....das três malas só duas se salva!!!! Rodinha torta..arrebite solto alça froxa. O barato sai caro.,2018-01-18,2018-01-23 21:04:24,2018,2018-01
38597374654799c5cc314b322a52b331,8cf69b251bfcd650555347d7752a3625,4,Tudo certo,O pedido veio corretamente e dentro do prazo.,2018-07-25,2018-07-26 12:44:20,2018,2018-07
d846f76c2d56c5323f358c0f3a4ee8ab,d4861d672cf3a6d906cb2451d9265211,5,,obrigado ,2018-04-11,2018-04-12 12:43:43,2018,2018-04
c6884b2e22dc44b28a560023541721e8,0bff3ac704b2ab4cdb69873f3f551ce1,5,,,2018-04-25,2018-04-26 03:16:41,2018,2018-04
491981611d6d6982d2b6b5302ba87693,74724c047f64b3d301607c9dd8a7c87a,5,,Rápido e conforme anúncio,2018-02-01,2018-02-05 14:21:06,2018,2018-02
086ad7abbcdbc9ae50ca73e7a3a0379a,1f21b2507e0c3918ef90ef86cdb2d14c,5,Ótima,Sempre o melhor prazo de entrega é satisfação pelo produto,2018-06-08,2018-06-12 11:58:04,2018,2018-06
f8c70d4cbba2c039b45b3f7b3c23edeb,fe16cd489dc12547d392b20401886aa1,4,,,2018-07-11,2018-07-12 10:20:14,2018,2018-07
fa4d145ad4fd30c0a28bf1b2b6c0d806,61e9a85f2e6a0706d34fc63145418160,5,,,2018-05-03,2018-05-03 23:27:08,2018,2018-05
3114e2e14dee34d172d262e8da63b0d1,16f1d9edf9452dd60d94733527624571,5,Entrega no prazo,Recebi o produto antes do prazo final. Recomeço site,2018-08-02,2018-08-03 00:52:49,2018,2018-08
56e63952066afe86b1fc6484bd927097,36178eae87ee6553df1faf30e2c135b9,5,,,2018-05-23,2018-05-23 17:55:15,2018,2018-05
043e16b2dfbd6c01cc54276830a32207,7f949bbc94c8580ad60e90fd93358395,5,,,2018-02-28,2018-02-28 13:02:34,2018,2018-02
707a4c2adc47f99577de107167bfb0e8,f570a11e0e7dd954267c529ff67f4bf7,4,Parabéns,Produto entregue no prazo correto.,2018-05-23,2018-05-24 12:57:04,2018,2018-05
68c03344e7b9dfbd9f0c9e09b8ad7a68,63f8151f2afc1d5465d47f4c00c029ae,5,Tudo perfeito nota 10.,Continuem assim ja ganharam uma cliente. ,2018-08-04,2018-08-06 22:19:31,2018,2018-08
33832559f86d20ed00eb46e48c6c111e,6bedc4d01425a571a86de3fb2b7452f0,5,,Ótimo...satisfeita,2018-02-24,2018-02-25 18:27:56,2018,2018-02
f9a86a39e9f63c320e2f127252bc43c2,f9cd682c98faebc2a0e15970b3265653,2,,,2018-03-22,2018-03-23 02:59:20,2018,2018-03
d02a42ab7e6432123cec635bbc0f623c,ef2ad8ca843fcd41ef3395b5f31e5930,1,,,2018-04-21,2018-04-23 13:49:50,2018,2018-04
eba375fa5fe6f3dc7ca2aa6682b46170,0025c5d1a8ca53a240ec2634bb4492ea,5,sensacional,"ótimo produto, bom acabamento. Para quem está começando nesse estudo sobre o universo, principalmente estudantes é uma ótima ferramenta. Tenho feito vários estudos com o auxilio do telescópio.",2018-08-01,2018-08-03 15:21:12,2018,2018-08
8dd9eb2fcc60d8738ca7930a5b8303c5,1f6405caa14a2debb88594b0471ed340,1,,"Produto bonito, no entanto de má qualidade, não correspondendo ao esperado como joia de qualidade, com algumas manchas escuras na corrente do pingente.",2018-01-06,2018-01-13 19:39:06,2018,2018-01
eb8333df29c669d1bc931a6c89907bc5,43d7305914fd70e58c762b287e0cde53,4,,,2018-01-04,2018-01-04 21:06:10,2018,2018-01
19de4feb1cc16ef6b46b57eacd64ed61,329818399e3d2636cd3618c0f52954eb,5,,,2018-06-27,2018-06-28 12:49:01,2018,2018-06
d8bdd84bd220cae1c56570d8e6fc3aae,739e19153280cbc1a87c1a84be1ec4f6,1,,"Esse remédio faz parte do tratamento que estou fazendo e ja vai fazer um mês que eu pedi e nada!!! 
Eu quero respostas ou o meu dinheiro de volta! ",2018-03-04,2018-03-05 17:26:48,2018,2018-03
46cd3450c86c1d08b1f1ea5dd6b505a2,af8f67f3b2d6fc844d3c2c2857eac823,3,,,2018-02-09,2018-02-11 23:24:35,2018,2018-02
6275b539b6c824c23c5c41ca9be9cf10,21803e14b4e860720b86788c8234ecd0,5,,,2018-05-17,2018-05-20 15:49:09,2018,2018-05
cd946c6d460840f1a2ee2b4093cd0316,5cbab05b634ce976dce3c53ebfad1058,5,,,2018-05-04,2018-05-07 13:43:20,2018,2018-05
afbef7d05202865c6b8b3532514e90bf,1126e3a4ac41a7be5c3cc650d36ccc54,5,Super indico,"Super recomendo, chegou antes do prazo estimado.",2018-08-09,2018-08-11 22:40:38,2018,2018-08
8cc9afed79d6683fa3a140fe58de2581,6be7ed9af3a3acaea3b1385c7bb83221,1,,"Fiz uma compra dia 05/03 e o prazo para entrega era até o dia 04/04 e até agora ainda não recebi o produto e não me deram nenhuma justificativa do que houve.
Não recomendo essa loja.",2018-04-06,2018-04-06 13:42:44,2018,2018-04
9283454a9548d2bbb39aae159bcab38a,09bc338a4e0ae30bcaebd7f1a2c6d3ea,1,,"Demora excessiva para entregar a mercadoria, quase trinta dias",2018-01-10,2018-01-10 14:50:10,2018,2018-01
ad6ed47916b810787de42a5d88be0642,a95c742fa7426798396959c1bd1d6ab8,5,,,2018-02-22,2018-02-27 01:53:29,2018,2018-02
de82d6175965c48a987e6a04828e45e9,82ee69216f11b23e2d21d2796e079366,5,,,2018-08-18,2018-08-20 15:46:28,2018,2018-08
9784d0c77eb5e5133c1301548678d7f8,3a5ed4ec9fee02e629a8909af01459a7,4,,Apesar de bem embalado o prato já veio riscado,2018-02-03,2018-02-04 12:23:43,2018,2018-02
0791b1d42d8d20f16a50b29f1d36042e,6c5560ced6024f245a79e10108dee769,3,,,2018-06-01,2018-06-04 14:50:09,2018,2018-06
d80458d49691046cabaf5a2d1bc5dc1b,877c56a87d1eefa29773ebc703954287,4,super recomendo americana,"produto muito bom, porem bem pequeno.",2018-05-15,2018-05-15 22:25:36,2018,2018-05
78bbbed017db344c9320f87268ee80a4,66656ddf8a0954cd14d95c8d3ed6678c,5,,,2018-01-24,2018-02-01 19:21:20,2018,2018-01
60fc079c93c48835b0846863aa134103,6e89356727f542ba8a963e10646a889c,5,,"Dentro do que é esperado, muito boa comprar. Parabens ao lojista.",2018-01-24,2018-01-24 19:31:42,2018,2018-01
f013172ceafae8286ca0394708dbc6e3,4382b7af38e2034ff26273519819f2d2,1,,"Bom dia! Quero meu dinheiro de volta. Não vou mais querer o produto. Além de atrasado, já havia pedido o cancelamento do pedido e a americana está ignorando o mesmo. Agradeço providências.",2018-03-24,2018-03-26 10:25:18,2018,2018-03
a0d614cf2b8c97674f3b0a549d047248,57497f963890881878c6c1e61af37960,1,,"entregaram o pedido, mas veio faltando uma peça, a placa P19, só enviaram a placa P17, quero o pedido completo, pois eu paguei por ele e não or uma parte.",2018-02-07,2018-02-08 21:42:20,2018,2018-02
69cca279af40cd5210160fc9270c6d45,6c0baa799dd3fa60c906590be84b0273,5,,Comprar nas lannister.com é bem confiável. Entrega garantida e no prazo. Recomendo.,2018-04-10,2018-04-10 21:18:15,2018,2018-04
90e14d1174f3edbe65d58f4fb63b9afb,9d021928d872dccba86ce3e5358c29c1,4,,,2018-03-29,2018-04-03 01:56:39,2018,2018-03
7e6edf4d0c2acb1eb70abca05b41ee09,f6b1dc24c91967f654555ba2830d5341,5,,Recebi corretamente!,2018-02-08,2018-02-15 12:32:33,2018,2018-02
c1873036f315d44a81e20a98b6d8b8cf,9da6e3bacbae9dfb6f886b2fcdd80bcd,2,,"Além do prazo de entrega ser super demorado, agora não consigo contacta-los pra saber o que está acontecendo e quando ou se vão entregar.",2018-01-07,2018-01-12 02:52:50,2018,2018-01
f357f5097919428d62cb517cbcfea465,6bbd90ca863235a9127bcc432f30af08,4,,,2018-05-29,2018-06-01 01:14:54,2018,2018-05
cd90a987c3a319c49e70f58f34682851,a75a3c5e24236d6fced5e82fd3526b43,5,,,2018-05-17,2018-05-20 21:24:31,2018,2018-05
483e6af89c5c4a3a978438c8fb7d6929,e89ced624c37029ad8e8e12f036a1a55,5,,,2018-08-09,2018-08-15 12:35:04,2018,2018-08
8bbea70248d37876d5038d3f6cc7f0e3,672dbfbd96238e4d07021fcdd9152b6c,5,,,2018-08-15,2018-08-16 00:21:46,2018,2018-08
ece6c4b770d22c804ecc5648ae9a869e,cfd2d083615e8a74ea5b38d198c92a77,5,,,2018-04-17,2018-04-18 01:45:24,2018,2018-04
ef3656b076b413909f6274612b0e072e,ad45318f69f5c8613267854b52b2996e,3,,Produto atende às características. ,2018-04-17,2018-04-19 21:37:09,2018,2018-04
009629d341a4c26a8d3554c146bf2471,6a5a302850fcda00dc96d742bcb810f2,1,,Passou do prazo.,2018-04-11,2018-04-11 14:07:56,2018,2018-04
211126d696fa2cbac6f8c73a672e7411,369096250e5b27d687c9435d577ab29c,5,,,2018-01-05,2018-01-06 12:22:07,2018,2018-01
0293ffb634229fd16a7e451bbd17480a,bddff2883414dd312ae50df08beceb22,5,,,2018-01-19,2018-01-19 15:44:22,2018,2018-01
368891badbc516433cde914a26835efe,c280d77c2800c733a67500696044791d,5,,,2018-01-30,2018-02-01 22:41:10,2018,2018-01
aa58ea838bbf45d79e4cb3f3745c2ea0,6f5287c7bb4cef1435b9666c23c54f9e,5,,,2018-08-18,2018-08-19 00:01:09,2018,2018-08
c4b89870912ea3e668a319409a1fb0b0,b80aa0f66d8a0841be0ce473dc5d94be,5,,,2018-08-04,2018-08-04 10:20:36,2018,2018-08
41ba93de3fcf3c939bd9c4e96c388fca,790d7fdb41e9a2457520208c7a7eb0ca,5,,,2018-02-01,2018-02-01 22:46:44,2018,2018-02
689833241c14e6b8eb8984e292f9626f,7416fe84ef0fab161c4990ff538a07bc,4,,,2018-04-11,2018-04-11 22:25:51,2018,2018-04
65d9bef5b814a4cc49ca3b62dea07c88,4405341a3e7abe465e9f0a63d727dbe4,5,,,2018-03-06,2018-03-07 10:29:20,2018,2018-03
1bcf89ee7d13a8e29abb4a22198fc3e0,068bd285dca5547429e81de9e95ff9cf,5,,,2018-02-01,2018-02-01 13:14:08,2018,2018-02
4f4762aad0cd4de4b49bb7eaaff0e38a,9a14984b8e92e2c06592b0de08ae9fb3,5,,,2018-03-27,2018-03-29 22:01:41,2018,2018-03
9e77a1b397fc5d2bc96e66150a787f8c,4bfc4fba07fff7db47e3017b9fe22ec6,5,,,2018-03-09,2018-03-10 18:19:23,2018,2018-03
4764fdf8253e90ecc9483ba4b017ed57,cfbff5e327712bcb7b76b34bd4655a95,1,,,2018-03-30,2018-03-31 01:27:40,2018,2018-03
cfcd3a551742bc62cd5ae584637c1840,c5f102432d2d19f7bb18da99dc9456f2,5,,,2018-02-08,2018-02-08 23:11:06,2018,2018-02
0b32f71877729207d5bc86e759e22a29,4fceaea9a24d7498757816821e271a46,5,,Produto entregue antes do prazo!,2018-03-15,2018-03-16 12:34:19,2018,2018-03
4833cb99c046c4b8704900f4a6b1fb84,43bdbd9dc0931d72befdf4765af6c442,5,,,2018-07-25,2018-07-26 10:36:37,2018,2018-07
6780324583f782d638dd4d5da5229df5,92dfa5f3acdce1071906427ba5ee3c4f,5,,,2018-03-16,2018-03-19 20:24:07,2018,2018-03
228ae5ab0e9bc8a77905201ac4c64459,8de8b85f1fd0b1e43dfe0745026e93f4,5,,"Gostei da variedade de produtos e dos preços, recomendo aos amigos.",2018-03-22,2018-03-23 12:55:14,2018,2018-03
8ed4260041fbcd134a9e109e9888e70e,518180932a657bc87784d978e586649b,4,,Muito bom atendimento.. parabéns!,2018-03-20,2018-03-21 08:08:17,2018,2018-03
6651137a2147af9a57fc1b578a945d35,cf5fbcc5962bb18037e4cc158c21c14e,5,Otimo,Otimo,2018-06-14,2018-06-17 15:25:34,2018,2018-06
691d4d929f476b230570133a206ced99,6d1f4b5c285e35679fa4d3bcf80d3706,5,,,2018-01-16,2018-01-17 13:34:30,2018,2018-01
24c9a4ca9cad71b63876ead9f925bd37,1db209fdc128d35605e562a70180dd32,5,recomento,tudo certinho,2018-08-09,2018-08-10 10:44:57,2018,2018-08
53701f8ec8a6e78edf65fcc49a2568b5,153a29136d63c03e64ebd73c54ccd3c7,4,,,2018-06-29,2018-06-30 22:51:21,2018,2018-06
549b2409af45c38174c3cc29185c34f3,57ab8147bbaaee1cb90625da032adc65,5,,,2018-04-27,2018-05-02 15:48:54,2018,2018-04
79a06e70817c4d4232a8ecf887b14ed6,820dae5229a9c2f6d7cfcf9e327c46a7,5,,,2018-05-09,2018-05-10 23:40:56,2018,2018-05
25aa9015efadcd1123a8239124864e7c,b13732c40c7e74c2d89c595fdfae8fa6,1,Não ,Não recebi,2018-07-28,2018-07-29 04:22:59,2018,2018-07
506991ddd50ea8feb44dd4ba4f9a25e7,913ad8619a18dac3ea5b944b82d289a1,2,,"Comprei uma pasta para notebbok cinza com bolinhas brancas e recebi uma preta, mas não vou efetuar a devolução porque demorou quase um mês para receber, se eu devolver o produto não recebo esse ano.",2018-03-20,2018-03-20 22:04:35,2018,2018-03
866ff2cf5044b034e36684c88bd43370,620ddc9fbe3e445676a8e71d4a830821,5,,"o produto foi entregue antes do prazo, produto novo veio embalado. Muito bom 
 ",2018-03-22,2018-03-31 20:02:54,2018,2018-03
78ce3de528ddf2270c1fca5075f4f563,8087ec71e393d4dc6fc48041fe63cd51,3,,,2018-05-16,2018-05-17 01:24:31,2018,2018-05
f4a5620bc5b12f11ba6c10a0395cc107,347d4f4caa9013e50f10654675fa35ef,5,,,2018-06-02,2018-06-04 20:14:07,2018,2018-06
8a9e6f4c8e36f5ddd272932ef6eb991b,b143f3a663718a8544a62194bd2390aa,5,super recomendo,,2018-06-22,2018-06-25 13:30:59,2018,2018-06
7a7cfd43f9b3c7ef29c931148e40aa61,d8bd1a832e609b5dfb2e9ff4591720b8,4,,"como eu esperaca
",2018-06-06,2018-06-07 00:59:50,2018,2018-06
e4aa9557c9355612df82caddb8477460,d9184093392a8a7af118edd2a5c9aabc,1,,"Bom dia! Não posso avaliar, não recebi produto ainda,",2018-05-27,2018-05-28 13:15:58,2018,2018-05
2f7779322eed7bf572b2bb27c8366ac0,f8910e655b2182f4389f8fe8d6035aa6,5,,,2018-01-19,2018-01-20 11:44:15,2018,2018-01
945e2bb67977898a141f968106afbf3d,7adfbf493c629b11e4a3ceb40c136d63,1,Gato por lebre,Foto não corresponde ao produto. Apesar de conter medidas que não dão a noção do tamanho do produto.,2018-06-14,2018-06-17 15:15:09,2018,2018-06
f285cc3c38035ed8381d0f1ebf8fe1fa,5e30dcb2e114da32afe2f0942750616a,1,,,2018-04-27,2018-04-27 12:04:38,2018,2018-04
448d4b58319399183f59cd6e2612be59,a3708faf029ec4c5f84127cf7e872aa5,5,,,2018-06-05,2018-06-06 23:26:43,2018,2018-06
76cdd2c8175374d2a77f430f18f3166a,63b70949bbcc27f05bdf0c0da367cab7,3,,"Eu havia pedido o cancelamento,no entanto o pedido foi entregue assim mesmo!",2018-01-12,2018-01-13 08:33:50,2018,2018-01
a77b2ccb76828563165a94d67906ad76,de60de4b79d5011e2b037dec761a4876,5,,"só levei um susto com o prazo inicial de mais de 15 dias, mas chegou em bem menos tempo!",2018-01-30,2018-01-31 12:51:25,2018,2018-01
d8138f90836a6f0508cf2d9563c75b2d,77ff811b9df5550b4691cc8b4bb4902a,5,,,2018-07-13,2018-09-01 00:35:36,2018,2018-07
61634761a74ea7da85151cf094e88306,0724cc371750e7fdfe769d2a8bdd5b92,4,,,2018-02-04,2018-02-06 12:32:34,2018,2018-02
017a77bc6825956d3fe269bf2a48cd00,ca47b8674b4881264380ff336ae5c195,5,,"Muito satisfeito!!!
Entrega super rápido, excelente atendimento.
Empresa comprometida com à satisfação do seu cliente!",2018-04-14,2018-04-17 10:47:41,2018,2018-04
bbe9c4ce095bc858fbb4c9898f89903b,0cbd2fb0c897c82c6b348a62de100f4e,5,Recomendo,,2018-06-30,2018-10-14 22:35:56,2018,2018-06
986bbdcb6870c09cffb2dc3050616bd2,1a33d98b92df9498c2574ac50784c3ba,5,super recomendo,"Recebi o produto no prazo combinado e de ótima 
qualidade recomendo a todos.",2018-05-03,2018-05-17 22:46:43,2018,2018-05
03a19cb82369f2c6e0dad64030716538,52763116adc954bc1620d419789e7e7c,3,,,2018-01-08,2018-01-10 18:45:43,2018,2018-01
300c9383efed65eb15c18ff0e0458128,72b96eeec6f77bbfdc38148e46667c01,1,Não compre com essa loja,"Boa tarde
O produto que comprei não chegou! Chegou somente a nota fiscal pelo correio. Absurdo!!!
Minha sobrinha recebeu dos correios um envelope endereçado a mim, quando abri só tinha a nota fiscal",2018-08-14,2018-08-14 19:02:02,2018,2018-08
0b057047ad3f6b74a0bb249470484eb3,7e41bd90616fbe90fba3dd8989d91af4,5,,,2018-07-27,2018-07-31 12:36:32,2018,2018-07
f11179c46ce5b0fce4ffc946f8a107a9,0aea558128f1a96bd223babc4dc79bd3,5,,,2018-02-08,2018-02-09 10:28:04,2018,2018-02
dd093426fbb6f0b57411d21c0423a5c0,51f5cd4115244a4860823a80bea0307e,1,Produto com defeito,O cartão de memória não funciona. No celular ele aparece como corrompido e no computador ele nem é reconhecido.,2018-05-23,2018-05-24 04:23:46,2018,2018-05
b4cbe092ac9209092de7a6608b0f4e1a,4334cbad2570eb17ab0f2be70bcc22b7,5,,,2018-02-27,2018-02-28 04:11:30,2018,2018-02
bf2f1411251c3f9acefbaa3be4df3ab1,0382a4a9c39917c21b842b7c15f4be23,5,Muito bom,Produto entregue antes do prazo.,2018-08-21,2018-08-24 00:48:19,2018,2018-08
baaba628eaceecb3392b703a1bab6c4e,880a2443009447fa88b518da4806fc93,1,,Não obtive nenhuma resposta do site em relação ao atraso da entrega do produto,2018-02-02,2018-02-02 20:51:03,2018,2018-02
2f6cc747efd8520e42494854cb54f7cd,84999b104428fb26a562282e4f17a340,5,,,2018-05-10,2018-05-11 14:28:28,2018,2018-05
9e380c1a77fe6f9e171948a5dbdb40e4,008990da719764fb392914d8ab53ad04,5,,,2018-06-06,2018-06-06 19:13:08,2018,2018-06
e218a2f7d79820c7bde0db679dce4776,1190c532678dda01871241a5e42f0527,5,,ótima qualidade. chegou antes do prazo,2018-07-12,2018-07-13 00:56:48,2018,2018-07
